Line#,Date,Time,"Pressure (S-BPA 10945459:2263803-1), mbar, UCFC-Field","Rain (S-RGA 10945459:10160298-1), mm, UCFC-Field Rain","PAR (S-LIA 10945459:2287369-1), uE, UCFC-Field PAR","Temperature (S-THB 10945459:2308813-1), *C, UCFC-Field Air Temp","Dew Point (S-THB 10945459:2308813-3), *C, UCFC-Field DewPt","RH (S-THB 10945459:2308813-2), %, UCFC-Field RH","Wind Speed (S-WCA 10945459:9668869-1), m/s, UCFC-Field Wind Speed","Gust Speed (S-WCA 10945459:9668869-2), m/s, UCFC-Field Gust Speed","Wind Direction (S-WCA 10945459:9668869-3), *, UCFC-Field Wind Dir","Temperature (S-TMB 10945459:2288366-1), *C, UCFC-Field Soil Temp","Battery (RX3000 BATTERY 10945459:10945459-B), V, UCFC-Field Batt","Wind Direction (S-WCA 10945459:9668869-3), *, UCFC-Field","Rain (S-RGA 10945459:10160298-1), mm, UCFC-Field","Battery (RX3000 BATTERY 10945459:10945459-B), V, UCFC-Field","Wind Speed (S-WCA 10945459:9668869-1), m/s, UCFC-Field","Gust Speed (S-WCA 10945459:9668869-2), m/s, UCFC-Field","RH (S-THB 10945459:2308813-2), %, UCFC-Field","Dew Point (S-THB 10945459:2308813-3), *C, UCFC-Field","Temperature (S-THB 10945459:2308813-1), *C, UCFC-Field","Temperature (S-TMB 10945459:2288366-1), *C, UCFC-Field","Temperature (S-TMB 10945459:2288366-1), *C, UCFC-Field Temp air","PAR (S-LIA 10945459:2287369-1), uE, UCFC-Field"
1303,05/27/17,01:00:00,987.7,0.0,1,19.56,18.21,91.80,0.0,0.6,358,20.29,4.352,,,,,,,,,,,
1304,05/27/17,01:05:00,,,,,,,,,,,4.346,,,,,,,,,,,
1305,05/27/17,01:10:00,,,,,,,,,,,4.350,,,,,,,,,,,
1306,05/27/17,01:15:00,987.7,0.0,1,19.79,18.38,91.40,0.0,0.2,358,20.51,4.355,,,,,,,,,,,
1307,05/27/17,01:20:00,,,,,,,,,,,4.356,,,,,,,,,,,
1308,05/27/17,01:25:00,,,,,,,,,,,4.358,,,,,,,,,,,
1309,05/27/17,01:30:00,987.7,0.0,1,19.91,18.53,91.60,0.0,0.0,358,20.60,4.347,,,,,,,,,,,
1310,05/27/17,01:35:00,,,,,,,,,,,4.343,,,,,,,,,,,
1311,05/27/17,01:40:00,,,,,,,,,,,4.349,,,,,,,,,,,
1312,05/27/17,01:45:00,987.8,0.0,1,20.10,18.61,91.00,0.0,0.4,358,20.65,4.353,,,,,,,,,,,
1313,05/27/17,01:50:00,,,,,,,,,,,4.356,,,,,,,,,,,
1314,05/27/17,01:55:00,,,,,,,,,,,4.356,,,,,,,,,,,
1315,05/27/17,02:00:00,987.8,0.0,1,20.39,19.02,91.70,0.0,0.2,358,20.70,4.347,,,,,,,,,,,
1316,05/27/17,02:05:00,,,,,,,,,,,4.343,,,,,,,,,,,
1317,05/27/17,02:10:00,,,,,,,,,,,4.349,,,,,,,,,,,
1318,05/27/17,02:15:00,987.8,0.0,1,20.25,19.03,92.60,0.0,0.0,358,20.67,4.353,,,,,,,,,,,
1319,05/27/17,02:20:00,,,,,,,,,,,4.356,,,,,,,,,,,
1320,05/27/17,02:25:00,,,,,,,,,,,4.358,,,,,,,,,,,
1321,05/27/17,02:30:00,987.6,0.0,1,19.94,18.85,93.30,0.0,0.0,358,20.63,4.347,,,,,,,,,,,
1322,05/27/17,02:35:00,,,,,,,,,,,4.341,,,,,,,,,,,
1323,05/27/17,02:40:00,,,,,,,,,,,4.347,,,,,,,,,,,
1324,05/27/17,02:45:00,987.5,0.0,1,19.84,18.84,93.80,0.0,0.0,358,20.65,4.353,,,,,,,,,,,
1325,05/27/17,02:50:00,,,,,,,,,,,4.355,,,,,,,,,,,
1326,05/27/17,02:55:00,,,,,,,,,,,4.356,,,,,,,,,,,
1327,05/27/17,03:00:00,987.7,0.0,1,19.77,18.80,94.00,0.0,0.0,358,20.63,4.347,,,,,,,,,,,
1328,05/27/17,03:05:00,,,,,,,,,,,4.343,,,,,,,,,,,
1329,05/27/17,03:10:00,,,,,,,,,,,4.349,,,,,,,,,,,
1330,05/27/17,03:15:00,987.7,0.0,1,19.75,18.85,94.40,0.0,0.0,358,20.58,4.353,,,,,,,,,,,
1331,05/27/17,03:20:00,,,,,,,,,,,4.355,,,,,,,,,,,
1332,05/27/17,03:25:00,,,,,,,,,,,4.356,,,,,,,,,,,
1333,05/27/17,03:30:00,987.5,0.0,1,19.67,18.84,94.80,0.0,0.0,358,20.53,4.347,,,,,,,,,,,
1334,05/27/17,03:35:00,,,,,,,,,,,4.343,,,,,,,,,,,
1335,05/27/17,03:40:00,,,,,,,,,,,4.347,,,,,,,,,,,
1336,05/27/17,03:45:00,987.5,0.0,1,19.63,18.90,95.40,0.0,0.0,358,20.46,4.352,,,,,,,,,,,
1337,05/27/17,03:50:00,,,,,,,,,,,4.355,,,,,,,,,,,
1338,05/27/17,03:55:00,,,,,,,,,,,4.356,,,,,,,,,,,
1339,05/27/17,04:00:00,987.5,0.0,1,19.60,18.96,95.90,0.0,0.0,358,20.41,4.344,,,,,,,,,,,
1340,05/27/17,04:05:00,,,,,,,,,,,4.338,,,,,,,,,,,
1341,05/27/17,04:10:00,,,,,,,,,,,4.346,,,,,,,,,,,
1342,05/27/17,04:15:00,987.4,0.0,1,19.53,18.95,96.30,0.0,0.0,358,20.39,4.352,,,,,,,,,,,
1343,05/27/17,04:20:00,,,,,,,,,,,4.355,,,,,,,,,,,
1344,05/27/17,04:25:00,,,,,,,,,,,4.355,,,,,,,,,,,
1345,05/27/17,04:30:00,987.3,0.0,1,19.46,18.93,96.60,0.0,0.0,358,20.39,4.346,,,,,,,,,,,
1346,05/27/17,04:35:00,,,,,,,,,,,4.340,,,,,,,,,,,
1347,05/27/17,04:40:00,,,,,,,,,,,4.346,,,,,,,,,,,
1348,05/27/17,04:45:00,987.6,0.0,1,19.34,18.86,96.90,0.0,0.0,358,20.34,4.350,,,,,,,,,,,
1349,05/27/17,04:50:00,,,,,,,,,,,4.353,,,,,,,,,,,
1350,05/27/17,04:55:00,,,,,,,,,,,4.355,,,,,,,,,,,
1351,05/27/17,05:00:00,987.5,0.0,1,19.27,18.81,97.00,0.0,0.0,358,20.29,4.343,,,,,,,,,,,
1352,05/27/17,05:05:00,,,,,,,,,,,4.338,,,,,,,,,,,
1353,05/27/17,05:10:00,,,,,,,,,,,4.346,,,,,,,,,,,
1354,05/27/17,05:15:00,987.6,0.0,1,19.27,18.84,97.20,0.0,0.0,358,20.22,4.350,,,,,,,,,,,
1355,05/27/17,05:20:00,,,,,,,,,,,4.353,,,,,,,,,,,
1356,05/27/17,05:25:00,,,,,,,,,,,4.355,,,,,,,,,,,
1357,05/27/17,05:30:00,987.6,0.0,1,19.20,18.80,97.40,0.0,0.0,358,20.15,4.344,,,,,,,,,,,
1358,05/27/17,05:35:00,,,,,,,,,,,4.340,,,,,,,,,,,
1359,05/27/17,05:40:00,,,,,,,,,,,4.344,,,,,,,,,,,
1360,05/27/17,05:45:00,987.8,0.0,1,19.22,18.84,97.50,0.0,0.0,358,20.17,4.350,,,,,,,,,,,
1361,05/27/17,05:50:00,,,,,,,,,,,4.352,,,,,,,,,,,
1362,05/27/17,05:55:00,,,,,,,,,,,4.355,,,,,,,,,,,
1363,05/27/17,06:00:00,987.9,0.0,1,19.25,18.87,97.50,0.0,0.0,358,20.20,4.344,,,,,,,,,,,
1364,05/27/17,06:05:00,,,,,,,,,,,4.337,,,,,,,,,,,
1365,05/27/17,06:10:00,,,,,,,,,,,4.343,,,,,,,,,,,
1366,05/27/17,06:15:00,988.0,0.0,4,19.20,18.80,97.40,0.0,0.0,358,20.06,4.349,,,,,,,,,,,
1367,05/27/17,06:20:00,,,,,,,,,,,4.352,,,,,,,,,,,
1368,05/27/17,06:25:00,,,,,,,,,,,4.353,,,,,,,,,,,
1369,05/27/17,06:30:00,987.9,0.0,9,18.82,18.44,97.50,0.0,0.0,358,19.89,4.344,,,,,,,,,,,
1370,05/27/17,06:35:00,,,,,,,,,,,4.338,,,,,,,,,,,
1371,05/27/17,06:40:00,,,,,,,,,,,4.344,,,,,,,,,,,
1372,05/27/17,06:45:00,988.3,0.0,21,18.89,18.56,97.80,0.0,0.0,358,19.96,4.349,,,,,,,,,,,
1373,05/27/17,06:50:00,,,,,,,,,,,4.352,,,,,,,,,,,
1374,05/27/17,06:55:00,,,,,,,,,,,4.355,,,,,,,,,,,
1375,05/27/17,07:00:00,988.4,0.0,21,18.98,18.67,97.90,0.0,0.0,358,20.06,4.344,,,,,,,,,,,
1376,05/27/17,07:05:00,,,,,,,,,,,4.338,,,,,,,,,,,
1377,05/27/17,07:10:00,,,,,,,,,,,4.346,,,,,,,,,,,
1378,05/27/17,07:15:00,988.3,0.0,64,19.25,18.96,98.10,0.0,0.0,358,20.20,4.352,,,,,,,,,,,
1379,05/27/17,07:20:00,,,,,,,,,,,4.359,,,,,,,,,,,
1380,05/27/17,07:25:00,,,,,,,,,,,4.365,,,,,,,,,,,
1381,05/27/17,07:30:00,988.5,0.0,141,19.75,19.46,98.10,0.0,0.0,358,20.53,4.359,,,,,,,,,,,
1382,05/27/17,07:35:00,,,,,,,,,,,4.355,,,,,,,,,,,
1383,05/27/17,07:40:00,,,,,,,,,,,4.365,,,,,,,,,,,
1384,05/27/17,07:45:00,988.7,0.0,141,20.32,20.02,98.00,0.0,0.0,358,20.77,4.374,,,,,,,,,,,
1385,05/27/17,07:50:00,,,,,,,,,,,4.380,,,,,,,,,,,
1386,05/27/17,07:55:00,,,,,,,,,,,4.388,,,,,,,,,,,
1387,05/27/17,08:00:00,988.8,0.0,169,20.77,20.42,97.70,0.0,0.0,358,21.06,4.379,,,,,,,,,,,
1388,05/27/17,08:05:00,,,,,,,,,,,4.373,,,,,,,,,,,
1389,05/27/17,08:10:00,,,,,,,,,,,4.382,,,,,,,,,,,
1390,05/27/17,08:15:00,988.8,0.0,384,21.32,20.93,97.50,0.0,0.0,358,21.63,4.402,,,,,,,,,,,
1391,05/27/17,08:20:00,,,,,,,,,,,4.421,,,,,,,,,,,
1392,05/27/17,08:25:00,,,,,,,,,,,4.436,,,,,,,,,,,
1393,05/27/17,08:30:00,989.1,0.0,184,21.87,21.13,95.40,0.0,0.6,354,21.87,4.423,,,,,,,,,,,
1394,05/27/17,08:35:00,,,,,,,,,,,4.405,,,,,,,,,,,
1395,05/27/17,08:40:00,,,,,,,,,,,4.397,,,,,,,,,,,
1396,05/27/17,08:45:00,989.2,0.0,324,21.77,21.01,95.30,0.0,0.7,307,22.01,4.406,,,,,,,,,,,
1397,05/27/17,08:50:00,,,,,,,,,,,4.427,,,,,,,,,,,
1398,05/27/17,08:55:00,,,,,,,,,,,4.442,,,,,,,,,,,
1399,05/27/17,09:00:00,989.4,0.0,161,22.20,21.32,94.60,0.0,0.6,298,22.20,4.427,,,,,,,,,,,
1400,05/27/17,09:05:00,,,,,,,,,,,4.406,,,,,,,,,,,
1401,05/27/17,09:10:00,,,,,,,,,,,4.398,,,,,,,,,,,
1402,05/27/17,09:15:00,989.3,0.0,251,22.51,21.54,94.10,0.0,0.4,289,22.44,4.411,,,,,,,,,,,
1403,05/27/17,09:20:00,,,,,,,,,,,4.435,,,,,,,,,,,
1404,05/27/17,09:25:00,,,,,,,,,,,4.445,,,,,,,,,,,
1405,05/27/17,09:30:00,989.1,0.0,276,22.90,21.63,92.40,0.2,0.9,260,22.90,4.424,,,,,,,,,,,
1406,05/27/17,09:35:00,,,,,,,,,,,4.395,,,,,,,,,,,
1407,05/27/17,09:40:00,,,,,,,,,,,4.402,,,,,,,,,,,
1408,05/27/17,09:45:00,989.1,0.0,306,23.28,22.04,92.60,0.2,0.9,184,23.21,4.432,,,,,,,,,,,
1409,05/27/17,09:50:00,,,,,,,,,,,4.451,,,,,,,,,,,
1410,05/27/17,09:55:00,,,,,,,,,,,4.445,,,,,,,,,,,
1411,05/27/17,10:00:00,989.0,0.0,419,23.54,22.11,91.50,0.2,1.7,183,23.59,4.417,,,,,,,,,,,
1412,05/27/17,10:05:00,,,,,,,,,,,4.394,,,,,,,,,,,
1413,05/27/17,10:10:00,,,,,,,,,,,4.414,,,,,,,,,,,
1414,05/27/17,10:15:00,989.1,0.0,541,23.98,22.43,90.90,0.2,0.9,225,24.39,4.454,,,,,,,,,,,
1415,05/27/17,10:20:00,,,,,,,,,,,4.454,,,,,,,,,,,
1416,05/27/17,10:25:00,,,,,,,,,,,4.433,,,,,,,,,,,
1417,05/27/17,10:30:00,988.9,0.0,291,23.93,22.25,90.20,0.2,0.9,246,24.12,4.403,,,,,,,,,,,
1418,05/27/17,10:35:00,,,,,,,,,,,4.394,,,,,,,,,,,
1419,05/27/17,10:40:00,,,,,,,,,,,4.415,,,,,,,,,,,
1420,05/27/17,10:45:00,988.9,0.0,479,23.81,22.15,90.30,0.0,0.7,246,24.24,4.444,,,,,,,,,,,
1421,05/27/17,10:50:00,,,,,,,,,,,4.453,,,,,,,,,,,
1422,05/27/17,10:55:00,,,,,,,,,,,4.439,,,,,,,,,,,
1423,05/27/17,11:00:00,988.7,0.0,311,23.79,22.02,89.70,0.2,0.9,247,24.12,4.409,,,,,,,,,,,
1424,05/27/17,11:05:00,,,,,,,,,,,4.394,,,,,,,,,,,
1425,05/27/17,11:10:00,,,,,,,,,,,4.424,,,,,,,,,,,
1426,05/27/17,11:15:00,988.9,0.0,441,24.03,22.46,90.80,0.4,1.5,177,24.70,4.460,,,,,,,,,,,
1427,05/27/17,11:20:00,,,,,,,,,,,4.454,,,,,,,,,,,
1428,05/27/17,11:25:00,,,,,,,,,,,4.429,,,,,,,,,,,
1429,05/27/17,11:30:00,989.1,0.0,791,24.70,22.70,88.50,0.4,1.5,198,25.62,4.406,,,,,,,,,,,
1430,05/27/17,11:35:00,,,,,,,,,,,4.411,,,,,,,,,,,
1431,05/27/17,11:40:00,,,,,,,,,,,4.448,,,,,,,,,,,
1432,05/27/17,11:45:00,989.3,0.0,979,26.06,23.33,84.80,0.4,1.1,187,26.92,4.465,,,,,,,,,,,
1433,05/27/17,11:50:00,,,,,,,,,,,4.444,,,,,,,,,,,
1434,05/27/17,11:55:00,,,,,,,,,,,4.424,,,,,,,,,,,
1435,05/27/17,12:00:00,989.3,0.0,869,27.09,23.78,82.00,0.6,1.3,213,28.74,4.405,,,,,,,,,,,
1436,05/27/17,12:05:00,,,,,,,,,,,4.405,,,,,,,,,,,
1437,05/27/17,12:10:00,,,,,,,,,,,4.450,,,,,,,,,,,
1438,05/27/17,12:15:00,989.2,0.0,266,25.70,22.90,84.40,0.4,1.5,275,27.04,4.463,,,,,,,,,,,
1439,05/27/17,12:20:00,,,,,,,,,,,4.435,,,,,,,,,,,
1440,05/27/17,12:25:00,,,,,,,,,,,4.421,,,,,,,,,,,
1441,05/27/17,12:30:00,989.4,0.0,641,25.38,23.16,87.40,0.2,0.9,243,27.09,4.400,,,,,,,,,,,
1442,05/27/17,12:35:00,,,,,,,,,,,4.406,,,,,,,,,,,
1443,05/27/17,12:40:00,,,,,,,,,,,4.450,,,,,,,,,,,
1444,05/27/17,12:45:00,989.4,0.0,604,26.96,23.54,81.40,0.2,0.9,184,28.64,4.463,,,,,,,,,,,
1445,05/27/17,12:50:00,,,,,,,,,,,4.433,,,,,,,,,,,
1446,05/27/17,12:55:00,,,,,,,,,,,4.420,,,,,,,,,,,
1447,05/27/17,13:00:00,989.4,0.0,"2,139",27.36,23.63,80.00,0.4,1.5,188,32.18,4.398,,,,,,,,,,,
1448,05/27/17,13:05:00,,,,,,,,,,,4.429,,,,,,,,,,,
1449,05/27/17,13:10:00,,,,,,,,,,,4.465,,,,,,,,,,,
1450,05/27/17,13:15:00,989.4,0.0,879,27.33,24.08,82.30,0.4,1.3,247,30.37,4.456,,,,,,,,,,,
1451,05/27/17,13:20:00,,,,,,,,,,,4.430,,,,,,,,,,,
1452,05/27/17,13:25:00,,,,,,,,,,,4.415,,,,,,,,,,,
1453,05/27/17,13:30:00,989.4,0.0,411,26.35,23.50,84.20,0.0,0.9,227,28.30,4.397,,,,,,,,,,,
1454,05/27/17,13:35:00,,,,,,,,,,,4.420,,,,,,,,,,,
1455,05/27/17,13:40:00,,,,,,,,,,,4.450,,,,,,,,,,,
1456,05/27/17,13:45:00,989.4,0.0,209,25.65,23.04,85.40,0.0,0.7,227,27.43,4.447,,,,,,,,,,,
1457,05/27/17,13:50:00,,,,,,,,,,,4.426,,,,,,,,,,,
1458,05/27/17,13:55:00,,,,,,,,,,,4.412,,,,,,,,,,,
1459,05/27/17,14:00:00,989.2,0.0,234,24.80,22.95,89.30,0.0,0.0,227,26.55,4.395,,,,,,,,,,,
1460,05/27/17,14:05:00,,,,,,,,,,,4.406,,,,,,,,,,,
1461,05/27/17,14:10:00,,,,,,,,,,,4.451,,,,,,,,,,,
1462,05/27/17,14:15:00,989.0,0.0,"1,884",27.55,24.13,81.50,0.2,0.7,227,33.31,4.462,,,,,,,,,,,
1463,05/27/17,14:20:00,,,,,,,,,,,4.430,,,,,,,,,,,
1464,05/27/17,14:25:00,,,,,,,,,,,4.418,,,,,,,,,,,
1465,05/27/17,14:30:00,988.9,0.0,"1,819",29.09,24.28,75.20,0.4,1.1,227,35.23,4.397,,,,,,,,,,,
1466,05/27/17,14:35:00,,,,,,,,,,,4.421,,,,,,,,,,,
1467,05/27/17,14:40:00,,,,,,,,,,,4.466,,,,,,,,,,,
1468,05/27/17,14:45:00,988.5,0.0,"1,856",29.39,24.14,73.30,0.2,1.5,225,36.20,4.460,,,,,,,,,,,
1469,05/27/17,14:50:00,,,,,,,,,,,4.429,,,,,,,,,,,
1470,05/27/17,14:55:00,,,,,,,,,,,4.415,,,,,,,,,,,
1471,05/27/17,15:00:00,988.5,0.0,"1,974",29.16,25.22,79.20,0.4,1.5,181,33.78,4.397,,,,,,,,,,,
1472,05/27/17,15:05:00,,,,,,,,,,,4.432,,,,,,,,,,,
1473,05/27/17,15:10:00,,,,,,,,,,,4.462,,,,,,,,,,,
1474,05/27/17,15:15:00,988.5,0.0,"1,246",28.32,24.10,77.80,0.2,1.7,212,31.03,4.445,,,,,,,,,,,
1475,05/27/17,15:20:00,,,,,,,,,,,4.424,,,,,,,,,,,
1476,05/27/17,15:25:00,,,,,,,,,,,4.411,,,,,,,,,,,
1477,05/27/17,15:30:00,988.1,0.0,"1,719",29.61,24.15,72.40,0.2,1.3,187,32.18,4.402,,,,,,,,,,,
1478,05/27/17,15:35:00,,,,,,,,,,,4.442,,,,,,,,,,,
1479,05/27/17,15:40:00,,,,,,,,,,,4.466,,,,,,,,,,,
1480,05/27/17,15:45:00,987.8,0.0,"1,814",29.77,23.97,71.00,0.2,1.5,161,31.82,4.438,,,,,,,,,,,
1481,05/27/17,15:50:00,,,,,,,,,,,4.417,,,,,,,,,,,
1482,05/27/17,15:55:00,,,,,,,,,,,4.409,,,,,,,,,,,
1483,05/27/17,16:00:00,987.6,0.0,336,30.65,24.79,70.90,0.2,1.7,157,32.36,4.403,,,,,,,,,,,
1484,05/27/17,16:05:00,,,,,,,,,,,4.432,,,,,,,,,,,
1485,05/27/17,16:10:00,,,,,,,,,,,4.463,,,,,,,,,,,
1486,05/27/17,16:15:00,987.4,0.0,"1,551",29.99,25.35,76.10,0.2,1.3,153,33.11,4.444,,,,,,,,,,,
1487,05/27/17,16:20:00,,,,,,,,,,,4.418,,,,,,,,,,,
1488,05/27/17,16:25:00,,,,,,,,,,,4.409,,,,,,,,,,,
1489,05/27/17,16:30:00,987.0,0.0,"1,319",30.60,25.21,72.90,0.2,1.7,150,34.36,4.411,,,,,,,,,,,
1490,05/27/17,16:35:00,,,,,,,,,,,4.444,,,,,,,,,,,
1491,05/27/17,16:40:00,,,,,,,,,,,4.463,,,,,,,,,,,
1492,05/27/17,16:45:00,987.0,0.0,"1,334",30.57,25.71,75.20,0.2,1.3,317,34.47,4.429,,,,,,,,,,,
1493,05/27/17,16:50:00,,,,,,,,,,,4.415,,,,,,,,,,,
1494,05/27/17,16:55:00,,,,,,,,,,,4.406,,,,,,,,,,,
1495,05/27/17,17:00:00,987.1,0.0,"1,246",30.24,23.95,69.00,0.2,1.7,17,34.57,4.409,,,,,,,,,,,
1496,05/27/17,17:05:00,,,,,,,,,,,4.450,,,,,,,,,,,
1497,05/27/17,17:10:00,,,,,,,,,,,4.463,,,,,,,,,,,
1498,05/27/17,17:15:00,987.1,0.0,"1,161",30.95,25.27,71.70,0.2,1.5,157,34.44,4.429,,,,,,,,,,,
1499,05/27/17,17:20:00,,,,,,,,,,,4.414,,,,,,,,,,,
1500,05/27/17,17:25:00,,,,,,,,,,,4.405,,,,,,,,,,,
1501,05/27/17,17:30:00,987.4,0.0,"1,081",30.14,24.63,72.30,0.2,1.9,174,33.99,4.411,,,,,,,,,,,
1502,05/27/17,17:35:00,,,,,,,,,,,4.451,,,,,,,,,,,
1503,05/27/17,17:40:00,,,,,,,,,,,4.456,,,,,,,,,,,
1504,05/27/17,17:45:00,987.1,0.0,"1,029",29.16,23.69,72.30,0.2,1.3,166,33.34,4.427,,,,,,,,,,,
1505,05/27/17,17:50:00,,,,,,,,,,,4.411,,,,,,,,,,,
1506,05/27/17,17:55:00,,,,,,,,,,,4.405,,,,,,,,,,,
1507,05/27/17,18:00:00,987.1,0.0,994,28.27,23.66,76.00,0.2,0.9,149,31.36,4.403,,,,,,,,,,,
1508,05/27/17,18:05:00,,,,,,,,,,,4.438,,,,,,,,,,,
1509,05/27/17,18:10:00,,,,,,,,,,,4.466,,,,,,,,,,,
1510,05/27/17,18:15:00,986.9,0.0,684,29.46,23.75,71.30,0.2,1.1,149,30.55,4.444,,,,,,,,,,,
1511,05/27/17,18:20:00,,,,,,,,,,,4.417,,,,,,,,,,,
1512,05/27/17,18:25:00,,,,,,,,,,,4.408,,,,,,,,,,,
1513,05/27/17,18:30:00,986.9,0.0,671,27.65,23.02,75.80,0.0,0.9,197,29.36,4.395,,,,,,,,,,,
1514,05/27/17,18:35:00,,,,,,,,,,,4.415,,,,,,,,,,,
1515,05/27/17,18:40:00,,,,,,,,,,,4.447,,,,,,,,,,,
1516,05/27/17,18:45:00,986.9,0.0,349,27.78,23.70,78.40,0.0,0.7,167,28.92,4.444,,,,,,,,,,,
1517,05/27/17,18:50:00,,,,,,,,,,,4.423,,,,,,,,,,,
1518,05/27/17,18:55:00,,,,,,,,,,,4.408,,,,,,,,,,,
1519,05/27/17,19:00:00,987.0,0.0,274,27.23,23.03,77.70,0.0,0.6,167,28.22,4.394,,,,,,,,,,,
1520,05/27/17,19:05:00,,,,,,,,,,,4.402,,,,,,,,,,,
1521,05/27/17,19:10:00,,,,,,,,,,,4.423,,,,,,,,,,,
1522,05/27/17,19:15:00,987.3,0.0,156,26.48,23.02,81.20,0.0,0.4,167,27.38,4.432,,,,,,,,,,,
1523,05/27/17,19:20:00,,,,,,,,,,,4.435,,,,,,,,,,,
1524,05/27/17,19:25:00,,,,,,,,,,,4.441,,,,,,,,,,,
1525,05/27/17,19:30:00,987.4,0.0,164,25.72,22.42,81.90,0.0,0.0,167,26.89,4.418,,,,,,,,,,,
1526,05/27/17,19:35:00,,,,,,,,,,,4.397,,,,,,,,,,,
1527,05/27/17,19:40:00,,,,,,,,,,,4.400,,,,,,,,,,,
1528,05/27/17,19:45:00,987.2,0.0,134,25.26,22.25,83.30,0.0,0.0,167,26.35,4.411,,,,,,,,,,,
1529,05/27/17,19:50:00,,,,,,,,,,,4.424,,,,,,,,,,,
1530,05/27/17,19:55:00,,,,,,,,,,,4.429,,,,,,,,,,,
1531,05/27/17,20:00:00,987.3,0.0,86,24.87,22.09,84.40,0.0,0.0,167,26.01,4.414,,,,,,,,,,,
1532,05/27/17,20:05:00,,,,,,,,,,,4.397,,,,,,,,,,,
1533,05/27/17,20:10:00,,,,,,,,,,,4.391,,,,,,,,,,,
1534,05/27/17,20:15:00,987.1,0.0,39,24.34,22.20,87.70,0.0,0.0,167,25.60,4.394,,,,,,,,,,,
1535,05/27/17,20:20:00,,,,,,,,,,,4.394,,,,,,,,,,,
1536,05/27/17,20:25:00,,,,,,,,,,,4.391,,,,,,,,,,,
1537,05/27/17,20:30:00,987.3,0.0,21,24.10,22.35,89.80,0.0,0.0,167,25.28,4.377,,,,,,,,,,,
1538,05/27/17,20:35:00,,,,,,,,,,,4.368,,,,,,,,,,,
1539,05/27/17,20:40:00,,,,,,,,,,,4.371,,,,,,,,,,,
1540,05/27/17,20:45:00,987.4,0.0,9,23.54,21.96,90.70,0.0,0.0,167,24.90,4.374,,,,,,,,,,,
1541,05/27/17,20:50:00,,,,,,,,,,,4.374,,,,,,,,,,,
1542,05/27/17,20:55:00,,,,,,,,,,,4.374,,,,,,,,,,,
1543,05/27/17,21:00:00,987.5,0.0,1,22.97,21.68,92.30,0.0,0.0,167,24.46,4.365,,,,,,,,,,,
1544,05/27/17,21:05:00,,,,,,,,,,,4.356,,,,,,,,,,,
1545,05/27/17,21:10:00,,,,,,,,,,,4.361,,,,,,,,,,,
1546,05/27/17,21:15:00,987.5,0.0,1,22.49,21.50,94.00,0.0,0.0,167,24.07,4.365,,,,,,,,,,,
1547,05/27/17,21:20:00,,,,,,,,,,,4.367,,,,,,,,,,,
1548,05/27/17,21:25:00,,,,,,,,,,,4.367,,,,,,,,,,,
1549,05/27/17,21:30:00,987.2,0.0,1,22.20,21.44,95.30,0.0,0.0,167,23.71,4.355,,,,,,,,,,,
1550,05/27/17,21:35:00,,,,,,,,,,,4.349,,,,,,,,,,,
1551,05/27/17,21:40:00,,,,,,,,,,,4.355,,,,,,,,,,,
1552,05/27/17,21:45:00,987.0,0.0,1,21.84,21.17,95.80,0.0,0.0,167,23.59,4.358,,,,,,,,,,,
1553,05/27/17,21:50:00,,,,,,,,,,,4.359,,,,,,,,,,,
1554,05/27/17,21:55:00,,,,,,,,,,,4.361,,,,,,,,,,,
1555,05/27/17,22:00:00,987.0,0.0,1,21.80,21.21,96.30,0.0,0.0,167,23.45,4.352,,,,,,,,,,,
1556,05/27/17,22:05:00,,,,,,,,,,,4.346,,,,,,,,,,,
1557,05/27/17,22:10:00,,,,,,,,,,,4.350,,,,,,,,,,,
1558,05/27/17,22:15:00,987.4,0.0,1,21.80,21.29,96.80,0.0,0.0,167,23.28,4.355,,,,,,,,,,,
1559,05/27/17,22:20:00,,,,,,,,,,,4.356,,,,,,,,,,,
1560,05/27/17,22:25:00,,,,,,,,,,,4.356,,,,,,,,,,,
1561,05/27/17,22:30:00,987.5,0.0,1,21.60,21.14,97.00,0.0,0.0,167,23.14,4.347,,,,,,,,,,,
1562,05/27/17,22:35:00,,,,,,,,,,,4.341,,,,,,,,,,,
1563,05/27/17,22:40:00,,,,,,,,,,,4.346,,,,,,,,,,,
1564,05/27/17,22:45:00,987.6,0.0,1,21.58,21.16,97.30,0.0,0.0,167,22.97,4.352,,,,,,,,,,,
1565,05/27/17,22:50:00,,,,,,,,,,,4.353,,,,,,,,,,,
1566,05/27/17,22:55:00,,,,,,,,,,,4.355,,,,,,,,,,,
1567,05/27/17,23:00:00,987.6,0.0,1,21.49,21.10,97.50,0.0,0.0,167,22.73,4.346,,,,,,,,,,,
1568,05/27/17,23:05:00,,,,,,,,,,,4.338,,,,,,,,,,,
1569,05/27/17,23:10:00,,,,,,,,,,,4.344,,,,,,,,,,,
1570,05/27/17,23:15:00,987.2,0.0,1,20.96,20.61,97.70,0.0,0.0,167,22.61,4.347,,,,,,,,,,,
1571,05/27/17,23:20:00,,,,,,,,,,,4.350,,,,,,,,,,,
1572,05/27/17,23:25:00,,,,,,,,,,,4.352,,,,,,,,,,,
