Line#,Date,Time,"Pressure (S-BPA 10945459:2263803-1), mbar, UCFC-Field","Rain (S-RGA 10945459:10160298-1), mm, UCFC-Field Rain","PAR (S-LIA 10945459:2287369-1), uE, UCFC-Field PAR","Temperature (S-THB 10945459:2308813-1), *C, UCFC-Field Air Temp","Dew Point (S-THB 10945459:2308813-3), *C, UCFC-Field DewPt","RH (S-THB 10945459:2308813-2), %, UCFC-Field RH","Wind Speed (S-WCA 10945459:9668869-1), m/s, UCFC-Field Wind Speed","Gust Speed (S-WCA 10945459:9668869-2), m/s, UCFC-Field Gust Speed","Wind Direction (S-WCA 10945459:9668869-3), *, UCFC-Field Wind Dir","Temperature (S-TMB 10945459:2288366-1), *C, UCFC-Field Soil Temp","Battery (RX3000 BATTERY 10945459:10945459-B), V, UCFC-Field Batt","Wind Direction (S-WCA 10945459:9668869-3), *, UCFC-Field","Rain (S-RGA 10945459:10160298-1), mm, UCFC-Field","Battery (RX3000 BATTERY 10945459:10945459-B), V, UCFC-Field","Wind Speed (S-WCA 10945459:9668869-1), m/s, UCFC-Field","Gust Speed (S-WCA 10945459:9668869-2), m/s, UCFC-Field","RH (S-THB 10945459:2308813-2), %, UCFC-Field","Dew Point (S-THB 10945459:2308813-3), *C, UCFC-Field","Temperature (S-THB 10945459:2308813-1), *C, UCFC-Field","Temperature (S-TMB 10945459:2288366-1), *C, UCFC-Field","Temperature (S-TMB 10945459:2288366-1), *C, UCFC-Field Temp air","PAR (S-LIA 10945459:2287369-1), uE, UCFC-Field"
3113,06/02/17,07:50:00,,,,,,,,,,,4.349,,,,,,,,,,,
3114,06/02/17,07:55:00,,,,,,,,,,,4.361,,,,,,,,,,,
3115,06/02/17,08:00:00,997.4,0.0,461,13.57,13.43,99.00,0.0,0.0,168,14.24,4.356,,,,,,,,,,,
3116,06/02/17,08:05:00,,,,,,,,,,,4.355,,,,,,,,,,,
3117,06/02/17,08:10:00,,,,,,,,,,,4.368,,,,,,,,,,,
3118,06/02/17,08:15:00,997.6,0.0,554,14.41,14.19,98.50,0.0,0.0,168,14.67,4.385,,,,,,,,,,,
3119,06/02/17,08:20:00,,,,,,,,,,,4.403,,,,,,,,,,,
3120,06/02/17,08:25:00,,,,,,,,,,,4.421,,,,,,,,,,,
3121,06/02/17,08:30:00,997.7,0.0,666,15.91,15.60,97.90,0.0,0.0,168,14.96,4.411,,,,,,,,,,,
3122,06/02/17,08:35:00,,,,,,,,,,,4.391,,,,,,,,,,,
3123,06/02/17,08:40:00,,,,,,,,,,,4.397,,,,,,,,,,,
3124,06/02/17,08:45:00,997.4,0.0,779,16.75,15.60,92.80,0.0,0.0,168,15.29,4.421,,,,,,,,,,,
3125,06/02/17,08:50:00,,,,,,,,,,,4.441,,,,,,,,,,,
3126,06/02/17,08:55:00,,,,,,,,,,,4.445,,,,,,,,,,,
3127,06/02/17,09:00:00,997.2,0.0,876,18.10,15.89,86.80,0.0,0.0,168,16.61,4.421,,,,,,,,,,,
3128,06/02/17,09:05:00,,,,,,,,,,,4.392,,,,,,,,,,,
3129,06/02/17,09:10:00,,,,,,,,,,,4.397,,,,,,,,,,,
3130,06/02/17,09:15:00,997.1,0.0,976,20.32,15.82,75.30,0.0,0.0,168,18.89,4.426,,,,,,,,,,,
3131,06/02/17,09:20:00,,,,,,,,,,,4.447,,,,,,,,,,,
3132,06/02/17,09:25:00,,,,,,,,,,,4.447,,,,,,,,,,,
3133,06/02/17,09:30:00,996.9,0.0,"1,066",22.56,17.82,74.50,0.0,0.0,168,20.53,4.414,,,,,,,,,,,
3134,06/02/17,09:35:00,,,,,,,,,,,4.394,,,,,,,,,,,
3135,06/02/17,09:40:00,,,,,,,,,,,4.406,,,,,,,,,,,
3136,06/02/17,09:45:00,996.4,0.0,"1,169",22.66,17.61,73.10,0.0,0.4,168,22.97,4.433,,,,,,,,,,,
3137,06/02/17,09:50:00,,,,,,,,,,,4.448,,,,,,,,,,,
3138,06/02/17,09:55:00,,,,,,,,,,,4.442,,,,,,,,,,,
3139,06/02/17,10:00:00,996.5,0.0,"1,244",23.38,16.69,66.00,0.2,0.6,168,25.21,4.409,,,,,,,,,,,
3140,06/02/17,10:05:00,,,,,,,,,,,4.392,,,,,,,,,,,
3141,06/02/17,10:10:00,,,,,,,,,,,4.409,,,,,,,,,,,
3142,06/02/17,10:15:00,996.1,0.0,"1,336",23.71,17.27,67.10,0.4,0.7,168,26.50,4.445,,,,,,,,,,,
3143,06/02/17,10:20:00,,,,,,,,,,,4.454,,,,,,,,,,,
3144,06/02/17,10:25:00,,,,,,,,,,,4.441,,,,,,,,,,,
3145,06/02/17,10:30:00,997.0,0.0,"1,346",25.33,16.25,57.10,0.2,0.7,168,26.06,4.411,,,,,,,,,,,
3146,06/02/17,10:35:00,,,,,,,,,,,4.389,,,,,,,,,,,
3147,06/02/17,10:40:00,,,,,,,,,,,4.405,,,,,,,,,,,
3148,06/02/17,10:45:00,996.2,0.0,"1,476",26.28,16.54,55.00,0.2,0.7,168,26.40,4.439,,,,,,,,,,,
3149,06/02/17,10:50:00,,,,,,,,,,,4.448,,,,,,,,,,,
3150,06/02/17,10:55:00,,,,,,,,,,,4.435,,,,,,,,,,,
3151,06/02/17,11:00:00,996.0,0.0,"1,539",26.30,16.62,55.20,0.2,0.9,168,26.87,4.409,,,,,,,,,,,
3152,06/02/17,11:05:00,,,,,,,,,,,4.392,,,,,,,,,,,
3153,06/02/17,11:10:00,,,,,,,,,,,4.415,,,,,,,,,,,
3154,06/02/17,11:15:00,996.2,0.0,"1,601",27.36,17.51,54.90,0.2,1.1,202,27.83,4.442,,,,,,,,,,,
3155,06/02/17,11:20:00,,,,,,,,,,,4.445,,,,,,,,,,,
3156,06/02/17,11:25:00,,,,,,,,,,,4.432,,,,,,,,,,,
3157,06/02/17,11:30:00,996.4,0.0,"1,651",27.63,18.45,57.30,0.4,1.3,187,27.85,4.402,,,,,,,,,,,
3158,06/02/17,11:35:00,,,,,,,,,,,4.392,,,,,,,,,,,
3159,06/02/17,11:40:00,,,,,,,,,,,4.417,,,,,,,,,,,
3160,06/02/17,11:45:00,996.9,0.0,"1,699",28.97,18.11,51.90,0.2,0.6,194,29.19,4.444,,,,,,,,,,,
3161,06/02/17,11:50:00,,,,,,,,,,,4.447,,,,,,,,,,,
3162,06/02/17,11:55:00,,,,,,,,,,,4.432,,,,,,,,,,,
3163,06/02/17,12:00:00,996.8,0.0,"1,741",28.94,14.57,41.50,0.2,0.9,194,30.14,4.402,,,,,,,,,,,
3164,06/02/17,12:05:00,,,,,,,,,,,4.398,,,,,,,,,,,
3165,06/02/17,12:10:00,,,,,,,,,,,4.429,,,,,,,,,,,
3166,06/02/17,12:15:00,996.9,0.0,"1,771",28.37,13.76,40.70,0.4,0.9,194,30.80,4.457,,,,,,,,,,,
3167,06/02/17,12:20:00,,,,,,,,,,,4.448,,,,,,,,,,,
3168,06/02/17,12:25:00,,,,,,,,,,,4.423,,,,,,,,,,,
3169,06/02/17,12:30:00,996.8,0.0,"1,796",28.52,14.56,42.50,0.4,1.1,197,31.33,4.400,,,,,,,,,,,
3170,06/02/17,12:35:00,,,,,,,,,,,4.406,,,,,,,,,,,
3171,06/02/17,12:40:00,,,,,,,,,,,4.445,,,,,,,,,,,
3172,06/02/17,12:45:00,996.6,0.0,"1,816",28.44,13.09,38.80,0.4,1.1,4,32.61,4.463,,,,,,,,,,,
3173,06/02/17,12:50:00,,,,,,,,,,,4.441,,,,,,,,,,,
3174,06/02/17,12:55:00,,,,,,,,,,,4.418,,,,,,,,,,,
3175,06/02/17,13:00:00,996.4,0.0,"1,826",28.52,16.06,46.80,0.4,1.1,53,35.21,4.400,,,,,,,,,,,
3176,06/02/17,13:05:00,,,,,,,,,,,4.427,,,,,,,,,,,
3177,06/02/17,13:10:00,,,,,,,,,,,4.469,,,,,,,,,,,
3178,06/02/17,13:15:00,996.4,0.0,"1,839",29.69,15.83,43.10,0.2,1.1,185,37.95,4.453,,,,,,,,,,,
3179,06/02/17,13:20:00,,,,,,,,,,,4.424,,,,,,,,,,,
3180,06/02/17,13:25:00,,,,,,,,,,,4.412,,,,,,,,,,,
3181,06/02/17,13:30:00,996.4,0.0,"1,836",29.19,11.28,33.00,0.4,1.1,152,39.37,4.402,,,,,,,,,,,
3182,06/02/17,13:35:00,,,,,,,,,,,4.430,,,,,,,,,,,
3183,06/02/17,13:40:00,,,,,,,,,,,4.469,,,,,,,,,,,
3184,06/02/17,13:45:00,996.3,0.0,"1,839",29.54,15.25,41.90,0.4,1.7,284,40.60,4.453,,,,,,,,,,,
3185,06/02/17,13:50:00,,,,,,,,,,,4.423,,,,,,,,,,,
3186,06/02/17,13:55:00,,,,,,,,,,,4.411,,,,,,,,,,,
3187,06/02/17,14:00:00,996.1,0.0,"1,826",30.09,15.79,42.00,0.4,1.1,105,39.86,4.403,,,,,,,,,,,
3188,06/02/17,14:05:00,,,,,,,,,,,4.441,,,,,,,,,,,
3189,06/02/17,14:10:00,,,,,,,,,,,4.463,,,,,,,,,,,
3190,06/02/17,14:15:00,996.1,0.0,"1,811",29.59,15.37,42.10,0.4,1.3,143,38.64,4.436,,,,,,,,,,,
3191,06/02/17,14:20:00,,,,,,,,,,,4.417,,,,,,,,,,,
3192,06/02/17,14:25:00,,,,,,,,,,,4.406,,,,,,,,,,,
3193,06/02/17,14:30:00,996.0,0.0,"1,796",29.61,13.52,37.30,0.4,1.5,156,37.51,4.409,,,,,,,,,,,
3194,06/02/17,14:35:00,,,,,,,,,,,4.447,,,,,,,,,,,
3195,06/02/17,14:40:00,,,,,,,,,,,4.460,,,,,,,,,,,
3196,06/02/17,14:45:00,995.9,0.0,"1,761",29.74,16.69,45.40,0.4,1.3,76,37.59,4.429,,,,,,,,,,,
3197,06/02/17,14:50:00,,,,,,,,,,,4.412,,,,,,,,,,,
3198,06/02/17,14:55:00,,,,,,,,,,,4.406,,,,,,,,,,,
3199,06/02/17,15:00:00,995.6,0.0,"1,739",29.59,16.10,44.10,0.6,1.5,166,35.77,4.405,,,,,,,,,,,
3200,06/02/17,15:05:00,,,,,,,,,,,4.439,,,,,,,,,,,
3201,06/02/17,15:10:00,,,,,,,,,,,4.468,,,,,,,,,,,
3202,06/02/17,15:15:00,995.5,0.0,"1,699",29.54,16.82,46.30,0.4,2.0,110,33.50,4.445,,,,,,,,,,,
3203,06/02/17,15:20:00,,,,,,,,,,,4.418,,,,,,,,,,,
3204,06/02/17,15:25:00,,,,,,,,,,,4.409,,,,,,,,,,,
3205,06/02/17,15:30:00,995.3,0.0,"1,646",29.36,14.91,41.40,0.6,1.9,152,34.81,4.411,,,,,,,,,,,
3206,06/02/17,15:35:00,,,,,,,,,,,4.444,,,,,,,,,,,
3207,06/02/17,15:40:00,,,,,,,,,,,4.462,,,,,,,,,,,
3208,06/02/17,15:45:00,995.3,0.0,"1,599",30.14,18.62,50.10,0.4,1.1,161,32.64,4.429,,,,,,,,,,,
3209,06/02/17,15:50:00,,,,,,,,,,,4.415,,,,,,,,,,,
3210,06/02/17,15:55:00,,,,,,,,,,,4.405,,,,,,,,,,,
3211,06/02/17,16:00:00,994.9,0.0,"1,539",29.51,13.64,37.80,0.4,1.7,175,34.04,4.408,,,,,,,,,,,
3212,06/02/17,16:05:00,,,,,,,,,,,4.447,,,,,,,,,,,
3213,06/02/17,16:10:00,,,,,,,,,,,4.462,,,,,,,,,,,
3214,06/02/17,16:15:00,994.4,0.0,"1,476",29.61,12.42,34.70,0.4,2.0,208,35.18,4.429,,,,,,,,,,,
3215,06/02/17,16:20:00,,,,,,,,,,,4.415,,,,,,,,,,,
3216,06/02/17,16:25:00,,,,,,,,,,,4.405,,,,,,,,,,,
3217,06/02/17,16:30:00,994.8,0.0,"1,401",30.14,17.23,45.90,0.2,1.3,348,34.73,4.411,,,,,,,,,,,
3218,06/02/17,16:35:00,,,,,,,,,,,4.451,,,,,,,,,,,
3219,06/02/17,16:40:00,,,,,,,,,,,4.457,,,,,,,,,,,
3220,06/02/17,16:45:00,995.1,0.0,"1,336",29.94,16.13,43.30,0.4,1.3,268,34.94,4.427,,,,,,,,,,,
3221,06/02/17,16:50:00,,,,,,,,,,,4.412,,,,,,,,,,,
3222,06/02/17,16:55:00,,,,,,,,,,,4.405,,,,,,,,,,,
3223,06/02/17,17:00:00,995.0,0.0,"1,259",30.24,14.36,38.00,0.2,1.1,295,34.68,4.406,,,,,,,,,,,
3224,06/02/17,17:05:00,,,,,,,,,,,4.441,,,,,,,,,,,
3225,06/02/17,17:10:00,,,,,,,,,,,4.462,,,,,,,,,,,
3226,06/02/17,17:15:00,994.7,0.0,"1,176",29.56,13.06,36.30,0.4,1.5,121,34.28,4.435,,,,,,,,,,,
3227,06/02/17,17:20:00,,,,,,,,,,,4.414,,,,,,,,,,,
3228,06/02/17,17:25:00,,,,,,,,,,,4.406,,,,,,,,,,,
3229,06/02/17,17:30:00,994.6,0.0,"1,096",29.71,15.96,43.40,0.2,1.3,150,34.44,4.409,,,,,,,,,,,
3230,06/02/17,17:35:00,,,,,,,,,,,4.448,,,,,,,,,,,
3231,06/02/17,17:40:00,,,,,,,,,,,4.462,,,,,,,,,,,
3232,06/02/17,17:45:00,994.6,0.0,"1,009",30.42,13.94,36.60,0.2,1.1,22,33.52,4.426,,,,,,,,,,,
3233,06/02/17,17:50:00,,,,,,,,,,,4.412,,,,,,,,,,,
3234,06/02/17,17:55:00,,,,,,,,,,,4.403,,,,,,,,,,,
3235,06/02/17,18:00:00,994.7,0.0,909,29.99,15.17,40.60,0.0,0.6,4,33.08,4.408,,,,,,,,,,,
3236,06/02/17,18:05:00,,,,,,,,,,,4.447,,,,,,,,,,,
3237,06/02/17,18:10:00,,,,,,,,,,,4.460,,,,,,,,,,,
3238,06/02/17,18:15:00,994.6,0.0,811,29.34,15.52,43.10,0.0,0.6,4,30.67,4.426,,,,,,,,,,,
3239,06/02/17,18:20:00,,,,,,,,,,,4.412,,,,,,,,,,,
3240,06/02/17,18:25:00,,,,,,,,,,,4.403,,,,,,,,,,,
3241,06/02/17,18:30:00,994.6,0.0,714,29.69,15.32,41.70,0.0,0.6,4,28.20,4.388,,,,,,,,,,,
3242,06/02/17,18:35:00,,,,,,,,,,,4.389,,,,,,,,,,,
3243,06/02/17,18:40:00,,,,,,,,,,,4.409,,,,,,,,,,,
3244,06/02/17,18:45:00,994.6,0.0,174,26.45,14.25,47.00,0.0,0.9,268,26.94,4.420,,,,,,,,,,,
3245,06/02/17,18:50:00,,,,,,,,,,,4.424,,,,,,,,,,,
3246,06/02/17,18:55:00,,,,,,,,,,,4.426,,,,,,,,,,,
3247,06/02/17,19:00:00,993.7,0.0,111,24.87,14.80,53.50,0.0,0.2,256,26.04,4.411,,,,,,,,,,,
3248,06/02/17,19:05:00,,,,,,,,,,,4.395,,,,,,,,,,,
3249,06/02/17,19:10:00,,,,,,,,,,,4.395,,,,,,,,,,,
3250,06/02/17,19:15:00,994.1,0.0,101,23.95,15.29,58.30,0.0,0.4,256,25.40,4.402,,,,,,,,,,,
3251,06/02/17,19:20:00,,,,,,,,,,,4.408,,,,,,,,,,,
3252,06/02/17,19:25:00,,,,,,,,,,,4.411,,,,,,,,,,,
3253,06/02/17,19:30:00,994.0,0.0,94,23.26,12.93,52.20,0.0,0.2,256,24.68,4.397,,,,,,,,,,,
3254,06/02/17,19:35:00,,,,,,,,,,,4.385,,,,,,,,,,,
3255,06/02/17,19:40:00,,,,,,,,,,,4.388,,,,,,,,,,,
3256,06/02/17,19:45:00,994.0,0.0,81,22.75,12.98,54.00,0.0,0.0,256,24.22,4.395,,,,,,,,,,,
3257,06/02/17,19:50:00,,,,,,,,,,,4.398,,,,,,,,,,,
3258,06/02/17,19:55:00,,,,,,,,,,,4.400,,,,,,,,,,,
3259,06/02/17,20:00:00,994.0,0.0,69,22.13,14.20,60.70,0.0,0.0,256,23.59,4.388,,,,,,,,,,,
3260,06/02/17,20:05:00,,,,,,,,,,,4.376,,,,,,,,,,,
3261,06/02/17,20:10:00,,,,,,,,,,,4.379,,,,,,,,,,,
3262,06/02/17,20:15:00,994.0,0.0,56,21.39,14.32,64.00,0.0,0.0,256,23.11,4.383,,,,,,,,,,,
3263,06/02/17,20:20:00,,,,,,,,,,,4.385,,,,,,,,,,,
3264,06/02/17,20:25:00,,,,,,,,,,,4.385,,,,,,,,,,,
3265,06/02/17,20:30:00,993.8,0.0,39,20.65,14.07,65.90,0.0,0.0,256,22.58,4.370,,,,,,,,,,,
3266,06/02/17,20:35:00,,,,,,,,,,,4.362,,,,,,,,,,,
3267,06/02/17,20:40:00,,,,,,,,,,,4.367,,,,,,,,,,,
3268,06/02/17,20:45:00,992.9,0.0,21,19.84,14.79,72.60,0.0,0.0,256,22.15,4.370,,,,,,,,,,,
3269,06/02/17,20:50:00,,,,,,,,,,,4.370,,,,,,,,,,,
3270,06/02/17,20:55:00,,,,,,,,,,,4.370,,,,,,,,,,,
3271,06/02/17,21:00:00,993.3,0.0,6,18.89,15.62,81.20,0.0,0.0,256,21.53,4.358,,,,,,,,,,,
3272,06/02/17,21:05:00,,,,,,,,,,,4.350,,,,,,,,,,,
3273,06/02/17,21:10:00,,,,,,,,,,,4.353,,,,,,,,,,,
3274,06/02/17,21:15:00,993.8,0.0,1,17.94,14.88,82.20,0.0,0.0,256,21.15,4.356,,,,,,,,,,,
3275,06/02/17,21:20:00,,,,,,,,,,,4.358,,,,,,,,,,,
3276,06/02/17,21:25:00,,,,,,,,,,,4.358,,,,,,,,,,,
3277,06/02/17,21:30:00,994.4,0.0,1,17.18,15.10,87.50,0.0,0.0,256,20.77,4.350,,,,,,,,,,,
3278,06/02/17,21:35:00,,,,,,,,,,,4.343,,,,,,,,,,,
3279,06/02/17,21:40:00,,,,,,,,,,,4.347,,,,,,,,,,,
3280,06/02/17,21:45:00,994.8,0.0,1,16.27,14.39,88.50,0.0,0.0,256,20.39,4.352,,,,,,,,,,,
3281,06/02/17,21:50:00,,,,,,,,,,,4.353,,,,,,,,,,,
3282,06/02/17,21:55:00,,,,,,,,,,,4.355,,,,,,,,,,,
3283,06/02/17,22:00:00,995.2,0.0,1,15.56,13.80,89.20,0.0,0.0,256,19.94,4.344,,,,,,,,,,,
3284,06/02/17,22:05:00,,,,,,,,,,,4.337,,,,,,,,,,,
3285,06/02/17,22:10:00,,,,,,,,,,,4.341,,,,,,,,,,,
3286,06/02/17,22:15:00,995.0,0.0,1,15.49,14.19,91.90,0.0,0.0,256,19.70,4.346,,,,,,,,,,,
3287,06/02/17,22:20:00,,,,,,,,,,,4.347,,,,,,,,,,,
3288,06/02/17,22:25:00,,,,,,,,,,,4.349,,,,,,,,,,,
3289,06/02/17,22:30:00,995.3,0.0,1,15.25,14.12,92.90,0.0,0.0,256,19.41,4.338,,,,,,,,,,,
3290,06/02/17,22:35:00,,,,,,,,,,,4.331,,,,,,,,,,,
3291,06/02/17,22:40:00,,,,,,,,,,,4.335,,,,,,,,,,,
3292,06/02/17,22:45:00,994.8,0.0,1,14.58,13.59,93.70,0.0,0.0,256,19.15,4.340,,,,,,,,,,,
3293,06/02/17,22:50:00,,,,,,,,,,,4.343,,,,,,,,,,,
3294,06/02/17,22:55:00,,,,,,,,,,,4.344,,,,,,,,,,,
3295,06/02/17,23:00:00,994.0,0.0,1,14.41,13.57,94.60,0.0,0.0,256,18.94,4.334,,,,,,,,,,,
3296,06/02/17,23:05:00,,,,,,,,,,,4.326,,,,,,,,,,,
3297,06/02/17,23:10:00,,,,,,,,,,,4.331,,,,,,,,,,,
3298,06/02/17,23:15:00,994.0,0.0,1,14.12,13.43,95.50,0.0,0.0,256,18.70,4.337,,,,,,,,,,,
3299,06/02/17,23:20:00,,,,,,,,,,,4.340,,,,,,,,,,,
3300,06/02/17,23:25:00,,,,,,,,,,,4.340,,,,,,,,,,,
3301,06/02/17,23:30:00,994.0,0.0,1,13.93,13.29,95.80,0.0,0.0,256,18.49,4.331,,,,,,,,,,,
3302,06/02/17,23:35:00,,,,,,,,,,,4.323,,,,,,,,,,,
3303,06/02/17,23:40:00,,,,,,,,,,,4.328,,,,,,,,,,,
3304,06/02/17,23:45:00,994.2,0.0,1,13.69,13.10,96.10,0.0,0.0,256,18.27,4.332,,,,,,,,,,,
3305,06/02/17,23:50:00,,,,,,,,,,,4.335,,,,,,,,,,,
3306,06/02/17,23:55:00,,,,,,,,,,,4.337,,,,,,,,,,,
3307,06/03/17,00:00:00,994.3,0.0,1,13.38,12.82,96.30,0.0,0.0,256,18.03,4.323,,,,,,,,,,,
3308,06/03/17,00:05:00,,,,,,,,,,,4.317,,,,,,,,,,,
3309,06/03/17,00:10:00,,,,,,,,,,,4.325,,,,,,,,,,,
3310,06/03/17,00:15:00,994.3,0.0,1,13.16,12.63,96.50,0.0,0.0,256,17.91,4.328,,,,,,,,,,,
3311,06/03/17,00:20:00,,,,,,,,,,,4.331,,,,,,,,,,,
3312,06/03/17,00:25:00,,,,,,,,,,,4.332,,,,,,,,,,,
3313,06/03/17,00:30:00,994.7,0.0,1,12.97,12.46,96.60,0.0,0.0,256,17.68,4.322,,,,,,,,,,,
3314,06/03/17,00:35:00,,,,,,,,,,,4.316,,,,,,,,,,,
3315,06/03/17,00:40:00,,,,,,,,,,,4.320,,,,,,,,,,,
3316,06/03/17,00:45:00,994.8,0.0,1,12.94,12.54,97.30,0.0,0.0,256,17.49,4.325,,,,,,,,,,,
3317,06/03/17,00:50:00,,,,,,,,,,,4.328,,,,,,,,,,,
3318,06/03/17,00:55:00,,,,,,,,,,,4.329,,,,,,,,,,,
3319,06/03/17,01:00:00,994.8,0.0,1,12.92,12.52,97.30,0.0,0.0,256,17.34,4.319,,,,,,,,,,,
3320,06/03/17,01:05:00,,,,,,,,,,,4.310,,,,,,,,,,,
3321,06/03/17,01:10:00,,,,,,,,,,,4.316,,,,,,,,,,,
3322,06/03/17,01:15:00,994.9,0.0,1,12.58,12.13,97.00,0.0,0.0,256,17.20,4.322,,,,,,,,,,,
3323,06/03/17,01:20:00,,,,,,,,,,,4.325,,,,,,,,,,,
3324,06/03/17,01:25:00,,,,,,,,,,,4.328,,,,,,,,,,,
3325,06/03/17,01:30:00,994.8,0.0,1,12.49,12.08,97.30,0.0,0.0,256,17.06,4.316,,,,,,,,,,,
3326,06/03/17,01:35:00,,,,,,,,,,,4.308,,,,,,,,,,,
3327,06/03/17,01:40:00,,,,,,,,,,,4.313,,,,,,,,,,,
3328,06/03/17,01:45:00,994.5,0.0,1,12.19,11.78,97.20,0.0,0.0,256,16.89,4.320,,,,,,,,,,,
3329,06/03/17,01:50:00,,,,,,,,,,,4.323,,,,,,,,,,,
3330,06/03/17,01:55:00,,,,,,,,,,,4.325,,,,,,,,,,,
3331,06/03/17,02:00:00,993.9,0.0,1,12.19,11.82,97.50,0.0,0.0,256,16.72,4.311,,,,,,,,,,,
3332,06/03/17,02:05:00,,,,,,,,,,,4.305,,,,,,,,,,,
3333,06/03/17,02:10:00,,,,,,,,,,,4.313,,,,,,,,,,,
3334,06/03/17,02:15:00,993.9,0.0,1,11.86,11.49,97.50,0.0,0.0,256,16.63,4.317,,,,,,,,,,,
3335,06/03/17,02:20:00,,,,,,,,,,,4.320,,,,,,,,,,,
3336,06/03/17,02:25:00,,,,,,,,,,,4.322,,,,,,,,,,,
3337,06/03/17,02:30:00,994.0,0.0,1,11.71,11.37,97.70,0.0,0.0,256,16.49,4.311,,,,,,,,,,,
3338,06/03/17,02:35:00,,,,,,,,,,,4.304,,,,,,,,,,,
3339,06/03/17,02:40:00,,,,,,,,,,,4.308,,,,,,,,,,,
3340,06/03/17,02:45:00,993.9,0.0,1,11.49,11.15,97.70,0.0,0.0,256,16.39,4.314,,,,,,,,,,,
3341,06/03/17,02:50:00,,,,,,,,,,,4.317,,,,,,,,,,,
3342,06/03/17,02:55:00,,,,,,,,,,,4.319,,,,,,,,,,,
3343,06/03/17,03:00:00,994.1,0.0,1,11.59,11.31,98.10,0.0,0.0,256,16.22,4.308,,,,,,,,,,,
3344,06/03/17,03:05:00,,,,,,,,,,,4.301,,,,,,,,,,,
3345,06/03/17,03:10:00,,,,,,,,,,,4.305,,,,,,,,,,,
3346,06/03/17,03:15:00,994.2,0.0,1,11.47,11.18,98.00,0.0,0.0,256,16.06,4.311,,,,,,,,,,,
3347,06/03/17,03:20:00,,,,,,,,,,,4.314,,,,,,,,,,,
3348,06/03/17,03:25:00,,,,,,,,,,,4.317,,,,,,,,,,,
3349,06/03/17,03:30:00,994.2,0.0,1,11.32,10.98,97.70,0.0,0.0,256,16.01,4.308,,,,,,,,,,,
3350,06/03/17,03:35:00,,,,,,,,,,,4.299,,,,,,,,,,,
3351,06/03/17,03:40:00,,,,,,,,,,,4.304,,,,,,,,,,,
3352,06/03/17,03:45:00,994.2,0.0,1,11.39,11.10,98.00,0.0,0.0,256,15.89,4.308,,,,,,,,,,,
3353,06/03/17,03:50:00,,,,,,,,,,,4.313,,,,,,,,,,,
3354,06/03/17,03:55:00,,,,,,,,,,,4.314,,,,,,,,,,,
3355,06/03/17,04:00:00,994.4,0.0,1,11.20,10.94,98.20,0.0,0.0,256,15.87,4.302,,,,,,,,,,,
3356,06/03/17,04:05:00,,,,,,,,,,,4.296,,,,,,,,,,,
3357,06/03/17,04:10:00,,,,,,,,,,,4.301,,,,,,,,,,,
3358,06/03/17,04:15:00,994.4,0.0,1,11.18,10.93,98.30,0.0,0.0,256,15.72,4.307,,,,,,,,,,,
3359,06/03/17,04:20:00,,,,,,,,,,,4.310,,,,,,,,,,,
3360,06/03/17,04:25:00,,,,,,,,,,,4.311,,,,,,,,,,,
3361,06/03/17,04:30:00,994.8,0.0,1,11.20,10.97,98.40,0.0,0.4,256,15.63,4.301,,,,,,,,,,,
3362,06/03/17,04:35:00,,,,,,,,,,,4.293,,,,,,,,,,,
3363,06/03/17,04:40:00,,,,,,,,,,,4.299,,,,,,,,,,,
3364,06/03/17,04:45:00,994.9,0.0,1,10.83,10.56,98.10,0.0,0.0,256,15.41,4.305,,,,,,,,,,,
3365,06/03/17,04:50:00,,,,,,,,,,,4.308,,,,,,,,,,,
3366,06/03/17,04:55:00,,,,,,,,,,,4.310,,,,,,,,,,,
3367,06/03/17,05:00:00,994.9,0.0,1,10.44,10.17,98.10,0.0,0.0,256,15.34,4.299,,,,,,,,,,,
3368,06/03/17,05:05:00,,,,,,,,,,,4.290,,,,,,,,,,,
3369,06/03/17,05:10:00,,,,,,,,,,,4.296,,,,,,,,,,,
3370,06/03/17,05:15:00,995.6,0.0,1,10.17,9.90,98.10,0.0,0.0,256,15.22,4.302,,,,,,,,,,,
3371,06/03/17,05:20:00,,,,,,,,,,,4.305,,,,,,,,,,,
3372,06/03/17,05:25:00,,,,,,,,,,,4.308,,,,,,,,,,,
3373,06/03/17,05:30:00,995.9,0.0,1,10.34,10.11,98.40,0.0,0.0,256,15.10,4.295,,,,,,,,,,,
3374,06/03/17,05:35:00,,,,,,,,,,,4.287,,,,,,,,,,,
3375,06/03/17,05:40:00,,,,,,,,,,,4.296,,,,,,,,,,,
3376,06/03/17,05:45:00,996.1,0.0,1,10.44,10.23,98.50,0.0,0.0,256,15.01,4.301,,,,,,,,,,,
3377,06/03/17,05:50:00,,,,,,,,,,,4.304,,,,,,,,,,,
3378,06/03/17,05:55:00,,,,,,,,,,,4.307,,,,,,,,,,,
3379,06/03/17,06:00:00,996.2,0.0,1,10.37,10.14,98.40,0.0,0.0,256,14.94,4.296,,,,,,,,,,,
3380,06/03/17,06:05:00,,,,,,,,,,,4.289,,,,,,,,,,,
3381,06/03/17,06:10:00,,,,,,,,,,,4.293,,,,,,,,,,,
